Job Title,Job Info,Position,Employer,City,Province,Skill,Seniority,Work Type,Industry Type,Min_Salary,Max_Salary,Avg_Salary
Business and Technical Analysts,Sales/Category Analyst,Analyst,The PUR Company Inc.,Toronto,ON,"Statistics, SQL, Retail Link, Nielsen, Organizational skills",ANY,In-Person,Others,65000.0,70000.0,67500.0
Senior Business Analysts,Business Intelligence Analyst,BI Analyst,Assumption Life,Moncton,NB,"Bilingual, Tableau, Power BI, Business intelligence, Python",ANY,In-Person,Others,82000.0,119000.0,100500.0
Senior Business Analysts,Senior Business Analyst,Business Analyst,Jeevan Technologies,Toronto,ON,"Business analysis, Microservices, Customer relationship management, REST, Scrum",Senior,In-Person,Technology,137280.0,180000.0,158640.0
Senior Business Intelligence Analysts,"Business Strategy, Decision Support and Fiscal Planning Analyst",Analyst,Ministry of Education,Toronto,ON,"Oracle, Word processing, Python, Databases, Presentation skills",ANY,In-Person,Education,72000.0,100000.0,86000.0
Systems and Data Analysts,"Business Analyst, Data & Analytics - BC Cancer - Vancouver",Business Analyst,PHSA,Vancouver,BC,"Statistical software, Power BI, Statistics, Office Suite, Databases",ANY,In-Person,Others,75000.0,107000.0,91000.0
Senior Data Analysts,"Senior Analyst, Meter Data",Analyst,DM Lyons Consulting,Toronto,ON,"Computer operation, SQL, Office Suite, Data management, Continuous improvement",Senior,In-Person,Consulting,90000.0,100000.0,95000.0
Senior Data Analysts,"Analyst, Data Solutions",Analyst,Klick Health,Toronto,ON,"Power BI, Business intelligence, Statistics, Git, Tableau",ANY,In-Person,Healthcare,121000.0,140000.0,130500.0
Business and Technical Analysts,Career Re-Entry Analyst TIS Cybersecurity,Analyst,Enbridge,Calgary,AB,"Power BI, Tableau, Data analytics, ISO 27002, Organizational skills",ANY,In-Person,Others,70000.0,80000.0,75000.0
Database Analysts,database analyst,Analyst,Chase Auto Parts Inc.,Mississauga,ON,"R, SQL, Python, Office Suite, SQL",ANY,In-Person,Others,89440.0,99840.0,94640.0
Systems and Data Analysts,Computer Programmer/Analyst,Programmer,The City of Vancouver,Vancouver,BC,"CI/CD, Azure, Operating systems, Oracle, MVC",ANY,In-Person,Technology,91145.6,107702.40000000001,99424.0
Financial and Operational Analysts,Payroll Analyst,Analyst,CloudMD Software & Services Inc - CAN,Beauceville,QC,"Python, Bilingual, Tableau, SQL, ADP",ANY,In-Person,Technology,45000.0,57200.0,51100.0
Database Analysts,"analyst, database",Analyst,Aarorn Technologies Inc.,Guelph,ON,"Oracle, XML, DB2, Visual Studio, SQL",ANY,In-Person,Technology,87360.0,87360.0,87360.0
Business and Marketing Analysts,Banking Operations Analyst,Analyst,Relay Financial,Toronto,ON,"Sales, Project management, Continuous improvement, B2B, No SQL",ANY,In-Person,Finance,45000.0,70000.0,57500.0
Senior Data Analysts,marketing data analyst,Data Analyst,Triumph Well Services,Calgary,AB,"Python, Research, Marketing",ANY,In-Person,Service,104000.0,104000.0,104000.0
Financial and Operational Analysts,Reporting Analyst,Analyst,Intellifi,Vancouver,BC,"Power BI, Maintenance, SQL, Usability, Organizational skills",ANY,In-Person,Others,55000.0,70000.0,62500.0
Systems and Data Analysts,Senior Data and Insights Analyst,Analyst,BCAA,Burnaby,BC,"Python, Power BI, SQL, Microsoft Outlook, R",Senior,In-Person,Others,86000.0,107000.0,96500.0
Senior Data Analysts,Data Analyst,Data Analyst,Solution SFT,Saint-Laurent,QC,"Bilingual, Statistics, Power BI, SAS, R",ANY,In-Person,Others,76000.0,106000.0,91000.0
Senior Supply Chain Data Analysts,Supply Chain Analyst,Analyst,American Iron and Metal,Hamilton,ON,"SQL, Supply chain, MRP, Statistics, No SQL",ANY,In-Person,Others,59000.0,65000.0,62000.0
Senior Business Analysts,"Business Data Analyst, Senior",Data Analyst,LifeLabs,Toronto,ON,"Python, No SQL, Power BI, SQL, Microsoft Access",Senior,In-Person,Others,80000.0,81000.0,80500.0
Business and Marketing Analysts,"Analyst, Technology Investment Portfolio",Analyst,BMO Financial Group,Toronto,ON,"SQL, Statistics, No SQL",ANY,In-Person,Finance,60000.0,112000.0,86000.0
Senior Supply Chain Data Analysts,Pricing and Product Analyst,Analyst,Monark,White Rock,BC,"Pricing, Power BI, SQL, R, Python",ANY,In-Person,Others,55000.0,75000.0,65000.0
Systems and Data Analysts,"Senior Analyst, Data Integration, Methods and Tools",Analyst,Canadian Institute for Health Information,Ottawa,ON,"Bilingual, Tableau, R, Statistics, Python",Senior,In-Person,Technology,76000.0,89440.0,82720.0
Database Analysts,database analyst,Analyst,TEI Web Solutions,North Vancouver,BC,Python,ANY,In-Person,Consulting,79040.0,81120.0,80080.0
Business Systems Analysts,Business Technology Analyst,Analyst,Dawson Group,Kamloops,BC,"Power BI, SQL, Accounting software, Tableau, Databases",ANY,In-Person,Others,65000.0,78000.0,71500.0
Senior Business Analysts,Operations Analyst,Analyst,CLEAResult,Port Coquitlam,BC,"Statistical software, SQL, Customer service, Office Suite, No SQL",ANY,In-Person,Others,58240.0,58240.0,58240.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Porter Airlines Inc.,Toronto,ON,"Python, No SQL, Google Docs, SQL, Procurement",ANY,In-Person,Others,52000.0,69000.0,60500.0
Systems and Data Analysts,data analyst - informatics and systems,System Analyst,Ray Legacy Consulting Services Inc.,Burnaby,BC,"Python, SQL, Computer networking, Computer skills, Linux",ANY,In-Person,Consulting,76960.0,76960.0,76960.0
Senior Business Analysts,Associate IT Business Analyst,Data Associate,Manulife,Toronto,ON,"Incident management, Administrative experience, Presentation skills, New Relic, SharePoint",Mid,In-Person,Others,70000.0,94000.0,82000.0
Financial and Operational Analysts,"Analyst, Valuation Advisory",Analyst,Altus Group,Halifax,NS,"No SQL, SQL, Microsoft Outlook, Research, Office Suite",ANY,In-Person,Others,56000.0,66000.0,61000.0
Senior Data Analysts,Document Control Analyst (IM Data Analyst),Data Analyst,InSync,Calgary,AB,"Oil & gas, Office Suite, Taxonomy, Statistics, Records management",ANY,In-Person,Others,67000.0,80000.0,73500.0
Senior Supply Chain Data Analysts,"Analyst, Supply Chain Management",Analyst,Elk Valley Resources,Sparwood,BC,"Python, No SQL, SQL, Microsoft Outlook, Supply chain",ANY,In-Person,Others,82000.0,101000.0,91500.0
Senior Business Intelligence Analysts,Business Operations Analyst (1 year Contract),Analyst,TMX Group Limited,Toronto,ON,"Statistics, Organizational skills, No SQL",ANY,In-Person,Technology,65000.0,74000.0,69500.0
Senior Business Intelligence Analysts,Senior Integration Data Analyst,Data Analyst,360insights,Whitby,ON,"Data modeling, NoSQL, Databases, SQL, AWS",Senior,In-Person,Others,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,Supply Chain Analyst,Analyst,Avnan,Mississauga,ON,"SQL, Supply chain, ERP systems, Office Suite, Statistics",ANY,In-Person,Others,59000.0,65000.0,62000.0
Senior Business Analysts,Crime Analyst,Analyst,York Regional Police,Aurora,ON,"Office Suite, Statistics, Computer skills, No SQL, Time management",ANY,In-Person,Others,102000.0,107000.0,104500.0
Senior Business Analysts,Junior Business Analyst,Business Analyst,RPM TECHNOLOGIES CORP,Toronto,ON,"Bilingual, Tableau, Customer service, Python, Statistics",Junior,In-Person,Technology,55000.0,57200.0,56100.0
Senior Supply Chain Data Analysts,"2024 CAE Group, Fall Data Governance Analyst (8 Months)",Analyst,Royal Bank of Canada,Toronto,ON,"Computer science, R, Tableau, SQL, Data analytics",ANY,In-Person,Finance,68500.0,87000.0,77750.0
Financial and Operational Analysts,Pricing Analyst,Analyst,Ventura Foods,Etobicoke,ON,"Pricing, SQL, Logistics, Office Suite, Statistics",ANY,In-Person,Others,60000.0,86000.0,73000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,MGIS,Ottawa,ON,"Business analysis, Statistics, SQL, No SQL",ANY,In-Person,Others,60000.0,84000.0,72000.0
Senior Business Analysts,Senior Business Analyst,Business Analyst,Evolution Mining,Red Lake,ON,No SQL,Senior,In-Person,Others,68000.0,82000.0,75000.0
Senior Business Analysts,"Senior Analyst, Fraud Strategy & Analytics",Analyst,EQ Bank | Equitable Bank,Toronto,ON,"Knowledge management, Power BI, R, Tableau, SQL",Senior,In-Person,Technology,60000.0,81000.0,70500.0
Senior Business Intelligence Analysts,Research Analyst (Green Infrastructure),Analyst,Toronto and Region Conservation Authority (TRCA),Concord,ON,"ArcGIS, SQL, R, Statistics, Office Suite",ANY,In-Person,Technology,76294.4,88420.8,82357.6
Senior Business Analysts,Policy Analyst,Analyst,Bayshore HealthCare,Mississauga,ON,"Python, SQL, Research, Office Suite, No SQL",ANY,In-Person,Healthcare,60000.0,74000.0,67000.0
Senior Business Analysts,Business Analyst - Ottawa,Business Analyst,RealDecoy,Ottawa,ON,"Power BI, CSS, Tableau, SQL, PHP",ANY,In-Person,Others,66000.0,84500.0,75250.0
Senior Business Analysts,Business Intelligence Analyst,BI Analyst,GLENTEL,Burnaby,BC,"Power BI, SQL, R, SQL, Python",ANY,In-Person,Others,60000.0,70000.0,65000.0
Financial and Operational Analysts,Pricing Analyst,Analyst,Pratts Food Service Alberta,Rocky View,AB,"Pricing, Power BI, SQL, Business intelligence, Sales",ANY,In-Person,Service,47000.0,65000.0,56000.0
Senior Supply Chain Data Analysts,Business Analyst - Software/Tech Company,Business Analyst,Monark,Surrey,BC,"Statistics, Business requirements, No SQL",ANY,In-Person,Others,70000.0,90000.0,80000.0
Financial and Operational Analysts,Freight Analyst,Analyst,Nature Fresh Farms Inc,Leamington,ON,"Statistics, Presentation skills, No SQL, Analytics",ANY,In-Person,Others,63000.0,80000.0,71500.0
Business Systems Analysts,business systems analyst,System Analyst,AIR TRAIN FREIGHT SYSTEMS INC,Mississauga,ON,Python,ANY,In-Person,Transportation,59072.0,59072.0,59072.0
Senior Business Analysts,Senior Pricing Analyst,Analyst,LifeWorks,Toronto,ON,"Bilingual, Tableau, Google Suite, Pricing, Python",Senior,In-Person,Others,66000.0,84500.0,75250.0
Business Systems Analysts,IT Business Systems Analyst,System Analyst,Champion Petfoods,Edmonton,AB,"Power BI, SQL, Waterfall, React, Salesforce",ANY,In-Person,Others,77000.0,96000.0,86500.0
Senior Business Intelligence Analysts,Technical Business Analyst - System Integration,System Analyst,Accuristix,Brampton,ON,"Jira, Data modeling, Azure, C#, Business analysis",ANY,In-Person,Others,71000.0,101000.0,86000.0
Senior Business Intelligence Analysts,IT Business Process Analyst,Analyst,Ground Effects,Windsor,ON,"Data mining, XML, C#, ERP systems, Process improvement",ANY,In-Person,Others,53000.0,60000.0,56500.0
Senior Business Intelligence Analysts,IT Business Process Analyst,Analyst,Ground Effects,Windsor,NS,"Data mining, XML, C#, ERP systems, Process improvement",ANY,In-Person,Others,53000.0,60000.0,56500.0
Senior Business Intelligence Analysts,IT Business Process Analyst,Analyst,Ground Effects,Windsor,QC,"Data mining, XML, C#, ERP systems, Process improvement",ANY,In-Person,Others,53000.0,60000.0,56500.0
Database Analysts,GIS Analyst,Analyst,County of Grande Prairie No. 1,Clairmont,AB,"ArcGIS, SQL, Python, GIS",ANY,In-Person,Government,94515.2,111196.8,102856.0
Senior Business Intelligence Analysts,Process Operations Analyst,Analyst,CWB Financial Group,Vancouver,BC,"SQL, Statistics, Organizational skills, No SQL",ANY,In-Person,Finance,59000.0,60000.0,59500.0
Business Systems Analysts,Business Configuration Analyst,Analyst,Medavie Blue Cross,New Brunswick,NB,"Power BI, Statistics, SQL",ANY,In-Person,Healthcare,85816.8,91520.0,88668.4
Senior Business Intelligence Analysts,"Policy, Planning and Research Analyst",Analyst,Eastern Health Canada,Newfoundland and Labrador,NFL,"Research, Statistics, Content development",ANY,In-Person,Healthcare,68515.2,76440.0,72477.6
Senior Business Analysts,Senior Business Analyst,Business Analyst,Prophecy Technologies Corp,London,ON,"Python, Knowledge management, SQL, Visio, Project management",Senior,In-Person,Technology,62400.0,104000.0,83200.0
Business Systems Analysts,Business Systems Analyst,System Analyst,Tenaquip Limitee,Senneville,QC,"Bilingual, Tableau, Warehouse management system, Python, Tableau",ANY,In-Person,Technology,85816.8,91520.0,88668.4
Business Systems Analysts,"Analyst, Business Systems",System Analyst,MHI RJ Aviation ULC,Downsview,ON,"Python, Computer science, Power BI, SQL, Azure",ANY,In-Person,Transportation,60000.0,98000.0,79000.0
Financial and Operational Analysts,Analyst - Accounts Payable,Analyst,Kinross Gold Corporation,Toronto,ON,"No SQL, SQL, JD Edwards, Financial auditing, ERP systems",ANY,In-Person,Others,71000.0,125000.0,98000.0
Senior Business Analysts,Business Analyst Staff,Business Analyst,NORSAT INTERNATIONAL INC,Richmond,BC,"Python, No SQL, Power BI, SQL, Microsoft Outlook",ANY,In-Person,Others,38000.0,57200.0,47600.0
Senior Business Analysts,Business Analyst Staff,Business Analyst,NORSAT INTERNATIONAL INC,Richmond,QC,"Python, No SQL, Power BI, SQL, Microsoft Outlook",ANY,In-Person,Others,38000.0,57200.0,47600.0
Senior Business Analysts,Business Analyst Staff,Business Analyst,NORSAT INTERNATIONAL INC,Richmond,NB,"Python, No SQL, Power BI, SQL, Microsoft Outlook",ANY,In-Person,Others,38000.0,57200.0,47600.0
Systems and Data Analysts,Technical Platform Analyst ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Data Visualization,Analyst,Canadian Tire Corporation,Toronto,ON,"Power BI, Data modeling, Azure, Business intelligence, Statistics",ANY,In-Person,Others,59000.0,67000.0,63000.0
Senior Data Analysts,Senior Data Analyst,Data Analyst,Canadian Tire Corporation,Oakville,ON,"Azure, Big data, Spark, Google Cloud Platform, Apache Hive",Senior,In-Person,Others,82000.0,89000.0,85500.0
Senior Supply Chain Data Analysts,"Sr. Analyst, Master Data",Analyst,Aecon Group,Toronto,ON,"Sourcing, Power BI, SQL, Visual Basic, SAP",Senior,In-Person,Others,59000.0,62000.0,60500.0
Senior Business Analysts,Operations Analyst,Analyst,Tim Hortons | Company #4020653,London,ON,"SQL, SAS",ANY,In-Person,Others,47000.0,60000.0,53500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Energy Safety Canada,Calgary,AB,"DevOps, Business analysis, Office Suite, Change management, Database design",ANY,In-Person,Energy,75000.0,95000.0,85000.0
Business and Technical Analysts,Data Analyst (DAD/NACRS Coder) - Decision Support - Temporary Full-Time 2024-7887,Data Analyst,Sunnybrook Health Sciences Centre,Toronto,ON,"Windows, Typing, No SQL",ANY,In-Person,Healthcare,70000.0,70000.0,70000.0
Senior Business Intelligence Analysts,Operations Analyst (Business Operations),Analyst,Western University,London,ON,"Python, SQL, Statistics, Process improvement, Office Suite",ANY,In-Person,Technology,68000.0,88300.0,78150.0
Database Analysts,Marketing Database Analyst,Analyst,CAA Club Group,Thornhill,ON,"Power BI, SAS, Tableau, Databases, SQL",ANY,In-Person,Others,60000.0,70000.0,65000.0
Senior Data Analysts,"Senior Data Analyst, Data Analysis Chapter",Data Analyst,EDC,Ottawa,ON,"Bilingual, Tableau, Power BI, Data modeling, Azure",Senior,In-Person,Others,37440.0,57200.0,47320.0
Senior Data Analysts,ERP Data Analyst,Data Analyst,Velixo,Montreal,QC,"Computer science, Sage, SQL, Enterprise software, ERP systems",ANY,In-Person,Others,55000.0,86000.0,70500.0
Business and Technical Analysts,Calgary Based Data Analyst I-III - MFL/GEO Pipeline In-Line Inspection & Data IMU Analyst,Data Analyst,Entegra LLP,Leduc,AB,"SQL, Office Suite",ANY,In-Person,Others,62000.0,67000.0,64500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Bayshore HealthCare,Mississauga,ON,"Jira, Power BI, Visio, Office Suite, Software development",ANY,In-Person,Healthcare,65000.0,87000.0,76000.0
Systems and Data Analysts,Data Analyst (Product Engineering),Data Engineer,Can-Tech Services,Ontario,ON,"Data structures, Databases, Change management, Computer networking, Contracts",ANY,In-Person,Technology,93600.0,93600.0,93600.0
Senior Business Intelligence Analysts,Capital & Maintenance Program Analyst,Analyst,Toronto Hydro,Toronto,ON,"No SQL, Program management, SQL, Microsoft Access, SAP",ANY,In-Person,Others,83000.0,92000.0,87500.0
Senior Business Analysts,SENIOR DATA ENGINEER & ANALYST,Data Engineer,Life House Group,Montreal,QC,"Math, Software development, Data warehouse",Senior,In-Person,Others,90000.0,150000.0,120000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,MacDon Industries Ltd.,Winnipeg,MB,"Python, No SQL, SQL, ERP systems, Visio",ANY,In-Person,Others,53000.0,61000.0,57000.0
Senior Supply Chain Data Analysts,Business Analyst with BI,Business Analyst,C.G.I.,Montreal,QC,"Bilingual, Tableau, Power BI, SQL, Azure",ANY,In-Person,Others,75000.0,75000.0,75000.0
Database Analysts,Statistical Programmer Analyst,Programmer,SCiAN Services,Toronto,ON,"Statistics, SAS, No SQL",ANY,In-Person,Service,65000.0,122000.0,93500.0
Financial and Operational Analysts,Inventory Analyst,Analyst,Labatt Breweries Canada,Mississauga,ON,"SAP, Process improvement, Office Suite, Computer skills",ANY,In-Person,Others,50000.0,76458.0,63229.0
Senior Business Intelligence Analysts,Capital Surveillance Analyst - Investor Relations,Analyst,S&P Global,Toronto,ON,"Python, No SQL, SQL, Python, Data analytics",ANY,In-Person,Others,56000.0,74000.0,65000.0
Senior Business Intelligence Analysts,"Analyst, Data Management Operations - 12 month contract",Analyst,Ontario Teachers' Pension Plan,Toronto,ON,"Python, Investment, Computer science, Power BI, SQL",ANY,In-Person,Others,87000.0,120000.0,103500.0
Senior Supply Chain Data Analysts,Supply Chain Replenishment Analyst,Analyst,Specialty Health Network Inc.,Mississauga,ON,"Python, No SQL, SQL, Microsoft Outlook, ERP systems",ANY,In-Person,Healthcare,59000.0,65000.0,62000.0
Financial and Operational Analysts,Procurement Analyst,Analyst,Dens 'N Dente Healthcare,Richmond Hill,ON,"Python, No SQL, SQL, Procurement, Supply chain",ANY,In-Person,Healthcare,40000.0,57200.0,48600.0
Business and Technical Analysts,Power BI Report Developer 7692-3015,Developer,Foilcon,Toronto,ON,"Power BI, Relational databases, UX, Business requirements, No SQL",ANY,In-Person,Technology,58000.0,100000.0,79000.0
Financial and Operational Analysts,Product Analyst,Analyst,Rekuten Global,Toronto,ON,"Tableau, SQL, Data analytics",ANY,In-Person,Others,70000.0,118000.0,94000.0
Business Systems Analysts,Technology Risk Analyst,Risk Analyst,BMO Financial Group,Toronto,ON,Computer science,ANY,In-Person,Finance,75000.0,139000.0,107000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Cloudtrend Inc.,Edmonton,AB,"Enterprise software, Performance testing, Change management, Project management, System testing",ANY,In-Person,Others,64000.0,101000.0,82500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Wellington Catholic District School Board,Guelph,ON,"SQL, Business intelligence, Process improvement, Administrative experience, Computer skills",ANY,In-Person,Education,65000.0,82000.0,73500.0
Business and Technical Analysts,EMR Analyst,Analyst,Medicentres Canada Inc.,Newmarket,ON,"Statistics, Project management, Presentation skills, EMR systems, No SQL",ANY,In-Person,Healthcare,55000.0,76000.0,65500.0
Senior Business Analysts,Performance Media Analyst,Analyst,Dentsu Media,Toronto,ON,"Python, SQL, Facebook Advertising, Math, Presentation skills",ANY,In-Person,Healthcare,55000.0,74000.0,64500.0
Senior Business Intelligence Analysts,Medical Information Analyst (Health Information Management Professional) (12 Month Term),Analyst,Canadian Medical Protective Association,Ottawa,ON,"Python, Tableau, SQL, Microsoft Outlook, Medical office experience",ANY,In-Person,Healthcare,68000.0,91000.0,79500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Coniah Consulting Inc.,Regina,SK,"Azure, DevOps, Statistics, User acceptance testing, Business requirements",ANY,In-Person,Consulting,137280.0,156000.0,146640.0
Systems and Data Analysts,Senior HR Research Analyst - (Specialization in HR Technology and/or Data & Analytics),Analyst,McLean & Co,Toronto,ON,"Python, SQL, Statistics, Statistics, Presentation skills",Senior,In-Person,Others,50000.0,70000.0,60000.0
Business and Technical Analysts,Analyste spÃƒÆ’Ã‚Â©cialisÃƒÆ’Ã‚Â© en informatique/ Specialized Data Analyst 1000-846,Data Analyst,Ungava Tulattavik Health Center,Quebec,QC,"Bilingual, Tableau, Python, Chef",ANY,In-Person,Healthcare,137280.0,180000.0,158640.0
Senior Business Analysts,Senior IT Business Analyst - Vancouver,Business Analyst,Lantic Inc.,Vancouver,BC,"Bilingual, Tableau, Computer science, Power BI, ERP systems",Senior,In-Person,Others,87000.0,87000.0,87000.0
Financial and Operational Analysts,Pricing Analyst,Analyst,AutoTrader.ca,Midtown Toronto,ON,"Pricing, Business intelligence, Sales, .NET, Statistical analysis",ANY,In-Person,Others,77000.0,101000.0,89000.0
Senior Data Analysts,data warehouse analyst,Analyst,Viana Inc.,Woodbridge,ON,"XML, Visual Basic, Objective-C, Python, Windows",ANY,In-Person,Others,90355.2,90355.2,90355.2
Senior Supply Chain Data Analysts,Sr. Business Analyst,Business Analyst,FirstOntario Credit Union,Hamilton,ON,SQL,Senior,In-Person,Technology,64000.0,64000.0,64000.0
Financial and Operational Analysts,Business Analyst ll,Business Analyst,Portage Mutual Insurance,Portage La Prairie,MB,"Jira, Business analysis, SQL, Statistics, Agile",ANY,In-Person,Insurance,55000.0,69000.0,62000.0
Systems and Data Analysts,Data & System Analyst GTS,System Analyst,BRP,Sherbrooke,QC,"Bilingual, Tableau, Power BI, Python, Statistics",ANY,In-Person,Others,80000.0,118000.0,99000.0
Senior Business Analysts,Technical Business Analyst HANA,Business Analyst,Seven Hills Technology inc,Toronto,ON,"Program management, Azure, SAP HANA, Kanban, SAP",ANY,In-Person,Technology,104000.0,114400.0,109200.0
Business Systems Analysts,Business Systems Analyst,System Analyst,CIBC,Toronto,ON,"Tableau, Office Suite, Agile, Business requirements, Requirements gathering",ANY,In-Person,Others,56000.0,85000.0,70500.0
Business and Technical Analysts,Data Analytics Senior Analyst - C12 - MISSISSAUGA,Analyst,Citi,Mississauga,ON,"Oracle, SAS, SQL, SQL, Statistics",Senior,In-Person,Technology,71000.0,83000.0,77000.0
Senior Business Analysts,Business Analyst (Contract),Business Analyst,Intelliware,Toronto,ON,"Business analysis, Presentation skills, Agile, Business requirements",ANY,In-Person,Others,70000.0,100000.0,85000.0
Business Systems Analysts,"Analyst (Market Research, Social Research)",Analyst,Advanis,Canada,Undef,"Statistical software, SAS, R, Statistics, Tableau",ANY,In-Person,Others,85816.8,91520.0,88668.4
Database Analysts,database analyst,Analyst,CHAVA GLOBAL SOFTWARE SOLUTIONS LTD.,Markham,ON,Python,ANY,In-Person,Technology,89440.0,89440.0,89440.0
Database Analysts,database analyst,Analyst,Avari Wireless Corporation,Burnaby,BC,Python,ANY,In-Person,Telecommunications,77334.4,83200.0,80267.2
Business Systems Analysts,"Business Analyst, Commercial Services (Commercial Banking Analyst)",Business Analyst,FirstOntario Credit Union,St. Catharines,ON,Undef,ANY,In-Person,Technology,64000.0,64000.0,64000.0
Database Analysts,database analyst,Analyst,AG IT Consulting,Concord,ON,"Python, Databases, Computer skills",ANY,In-Person,Technology,91520.0,91520.0,91520.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Infosys,Markham,ON,"Jira, Power BI, SQL, Sales, Tableau",ANY,In-Person,Others,83000.0,100000.0,91500.0
Business Systems Analysts,business systems analyst,System Analyst,Gold Valley Daycare & Osc,Leduc,AB,Python,ANY,In-Person,Automotive,98009.59999999999,98009.59999999999,98009.59999999999
Senior Data Analysts,statistical analyst,Analyst,APPLIED CONSUMER & CLINICAL EVALUATIONS INC.,Mississauga,ON,"Python, Research",ANY,In-Person,Healthcare,107120.0,107120.0,107120.0
Financial and Operational Analysts,Servicing Analyst,Analyst,BMO Financial Group,Toronto,ON,"Filing, Statistics, No SQL",ANY,In-Person,Finance,38000.0,70000.0,54000.0
Systems and Data Analysts,data analyst - informatics and systems,System Analyst,ISSI-Tec Manufacturing Inc.,North Vancouver,BC,"MATLAB, SQL, ADP, Laboratory experience, Visio",ANY,In-Person,Manufacturing,80000.0,90000.0,85000.0
Senior Data Analysts,Senior Data Analyst,Data Analyst,V-Tech Solutions,Montreal,QC,"Tableau, Power BI, Data modeling, Azure, Relational databases",Senior,In-Person,Technology,137280.0,180000.0,158640.0
Database Analysts,database analyst,Analyst,Infitious Technologies,Hamilton,ON,"Python, No SQL",ANY,In-Person,Technology,80080.0,80080.0,80080.0
Database Analysts,database analyst,Analyst,MYCANADAPAYDAY.COM,Dartmouth,NS,"Python, Databases, SQL, Computer skills, Python",ANY,In-Person,Others,76960.0,76960.0,76960.0
Database Analysts,database analyst,Analyst,Technology Solutions,Mississauga,ON,Python,ANY,In-Person,Technology,89440.0,89440.0,89440.0
Senior Business Analysts,Policy Analyst,Analyst,Government of Alberta,Edmonton,AB,"Research, No SQL, Strategic planning, Time management",ANY,In-Person,Government,69000.0,90000.0,79500.0
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Victoria,BC,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",Senior,In-Person,Healthcare,66000.0,66000.0,66000.0
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Victoria,NL,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",Senior,In-Person,Healthcare,66000.0,66000.0,66000.0
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Victoria,MB,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",Senior,In-Person,Healthcare,66000.0,66000.0,66000.0
Senior Supply Chain Data Analysts,S - Senior IT Business Analyst (Vancouver),Business Analyst,Lantic Inc.,Vancouver,BC,"Bilingual, Tableau, Computer science, Power BI, ERP systems",Senior,In-Person,Others,87000.0,93000.0,90000.0
Financial and Operational Analysts,Accounts Receivable Analyst,Analyst,Niche Bakers Corp,Etobicoke,ON,"No SQL, Accounts receivable, SQL, Microsoft Outlook, Financial auditing",ANY,In-Person,Others,46000.0,67000.0,56500.0
Systems and Data Analysts,information technology (IT) data analyst,Data Analyst,AG Marketing & Development Group Inc,Mississauga,ON,"Python, No SQL",ANY,In-Person,Construction,89440.0,89440.0,89440.0
Systems and Data Analysts,Technical Support Analyst ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ IT / Database Management,Analyst,Seequent,Toronto,ON,"Customer service, Database management, Computer networking",ANY,In-Person,Others,48000.0,64000.0,56000.0
Senior Supply Chain Data Analysts,IT Business Analyst - Regular Full-Time,Business Analyst,District of Squamish,Squamish,BC,"ERP systems, System design, Databases, Business development, Driving",ANY,In-Person,Others,87734.4,87734.4,87734.4
Systems and Data Analysts,Senior Digital & Ecommerce Data Analyst,Statistician,G Adventures,Toronto,ON,"Business intelligence, Relational databases, Salesforce, SQL, Digital marketing",Senior,In-Person,Others,62000.0,90000.0,76000.0
Senior Business Analysts,Business Analyst 7735-0214,Business Analyst,Foilcon,Toronto,ON,"Power BI, Waterfall, Customer service, DevOps, ERP systems",ANY,In-Person,Technology,60000.0,100000.0,80000.0
Senior Supply Chain Data Analysts,Senior Quantitative Equity Analyst ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Alternative Data,Quantitative Analyst,"Connor, Clark & Lunn Financial Group",Vancouver,BC,"Investment, SQL",Senior,In-Person,Finance,90000.0,180000.0,135000.0
Senior Data Analysts,Statistical Analyst,Analyst,ITK,Ottawa,ON,"Tableau, Statistical software, Computer operation, SAS, Word processing",ANY,In-Person,Technology,45000.0,81000.0,63000.0
Senior Supply Chain Data Analysts,Data Analyst ERP Project (3 Years Contract),Data Analyst,Sobeys,Stellarton,NS,"SAP, Merchandising, ERP systems, Process improvement, Continuous improvement",ANY,In-Person,Others,84000.0,90000.0,87000.0
